mpan,record_id,notification_creation_date,fault_description,msn
1050001691864,1050001691864 - 219027126,30/08/2024,COMMS FAULT: GSM Comms drops connection. Comms Mode Outbound using Telephone 07521280542. Last stored data 02/08/2023. SSIL NHH Contact: Jane Lewis,219027126
1050001691873,1050001691873 - 219029267,14/06/2024,COMMS FAULT: reraise D1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07521280493. Last Stored Data: 26-APR-24. SSIL NHH Contact: Cecilia Li Kam Tin,219029267
1050001691999,1050001691999 - 219028243,21/12/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07719929919. Last Stored Data 21/08/2023. SSIL NHH Contact: Matthew Taylor,219028243
1050001692111,1050001692111 - 219028258,22/06/2024,COMMS FAULT: reraise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07719929960. Last Stored Data: 28-MAY-24. SSIL NHH Contact: Cecilia Li Kam Tin,219028258
1050001692130,1050001692130 - 219027140,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07716988976. Last Stored Data: 15-MAR-24. CLI-KAM-TIN 01293 776747 ext 309,219027140
1050001694058,1050001694058 - K18TB00961,07/10/2024,"ACT-235331 Dial Failure We are unable to retrieve data from meter K18TB00961 using comms 10.132.0.7:8080. When connecting to the IP we get no response, please investigate and advise.",K18TB00961
1050001702898,1050001702898 - E18ML14293,11/07/2024,COMMS FAULT: RERAISE. GSM Comms drops connection. Comms Mode GPRS using Telephone 07924896423 and SMS 44792483812423. Last Stored Data 24/06/2024. SSIL NHH Contact: Keiley Davis,E18ML14293
1050001707186,1050001707186 - E17ML11696,04/01/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is GPRS using Telephone 07924427399 and SMS 44792483688399. Last Stored Data 05/05/2022. SSIL NHH Contact: Jacob Egglestone,E17ML11696
1050001709670,1050001709670 - 219027351,26/11/2021,MTD FAULT - Invalid IP address. Please send contactable address. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.42.57:9999. Last Stored Data: 01-APR-70. KTHOMPSON 01293 776747 ext 252,219027351
1050001709750,1050001709750 - 219645126,09/07/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.183.220:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Cecilia Li Kam Tin,219645126
1050001709769,1050001709769 - 219645127,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.183.171:9999. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,219645127
1050001709796,1050001709796 - 219028702,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07521280785. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,219028702
1050001709848,1050001709848 - 219028764,21/03/2023,COMMS FAULT: Failed to collect data from meter Current Comms Mode is UDP using IP address / Socket Port 192.168.8.13:41220. Last Stored Data 10/03/2023. SSIL NHH Contact: Krupesh Nayee,219028764
1050001709857,1050001709857 - 219029271,26/11/2021,MTD FAULT - Invalid IP address. Please send contactable address. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.183.25:9999. Last Stored Data: 01-APR-70. KTHOMPSON 01293 776747 ext 252,219029271
1050001709875,1050001709875 - 219029272,14/06/2024,COMMS FAULT: reraise D1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07591556576. Last Stored Data: 09-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,219029272
1050001710987,1050001710987 - K18TB01023,09/10/2024,"ACT-237202 Dial Failure We are unable to retrieve data from meter K18TB01023 using comms 07923684409 due to the systems being unable to agree a baud rate to use, please investigate and advise.",K18TB01023
1050001715708,1050001715708 - 218798358,12/04/2023,COMMS FAULT: Failed to collect data from meter. Please raise with ASL if required Current Comms Mode is UDP using IP address / Socket Port 192.168.8.13:41195. Last Stored Data 05/04/2023. SSIL NHH Contact: Krupesh Nayee,218798358
1050001741016,1050001741016 - 218797731,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.126.59:9999. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,218797731
1050001753119,1050001753119 - 219028420,03/06/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07443665563. Last Stored Data 29/05/2024. SSIL NHH Contact: Matthew Taylor,219028420
1050001753234,1050001753234 - 219820743,01/06/2023,COMMS FAULT - Unable to connect to meter and collect data. Please inv and arrange MEX if required Current Comms Mode is Outbound using Telephone 07596468676. Last Stored Data: 19-MAY-23. KNAYEE 01293 776747 ext 389,219820743
1050001756086,1050001756086 - 219028259,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07719929914. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,219028259
1050001761564,1050001761564 - K16A002307,02/06/2022,LOGIN FAULT: Meter fails to login. Neither pins 101/001 connect Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:27238. Last Stored Data 16/05/2020. SSIL NHH Contact: Matthew Taylor,K16A002307
1050001791601,1050001791601 - CW021954,05/01/2024,ACT-115977 Site Visits SVA has never been able to download data from main and check meters at site after repeated attempts. They have reported no lights. Please investigate and advise.,CW021954
1050001801748,1050001801748 - K17D01255,21/10/2024,"ACT-243042 Site Visits Please confirm the correct Level 2 password for meter K17D01255, we currently have Level 2 password set to READER which is incorrect for an Elster meter. Thanks",K17D01255
1050001816762,1050001816762 - K16TS00260,04/10/2024,"ACT-235001 Dial Failure We are unable to retrieve data from meter K16TS00260 using comms 00345901012148069 due to the systems being unable to agree a baud rate to use, please investigate and advise.",K16TS00260
1050001819071,1050001819071 - K19D00223,21/10/2024,"ACT-243206 Dial Failure We are unable to retrieve data from meter K19D00223 using comms 192.168.8.22:31117, please investigate and advise.",K19D00223
1050001819930,1050001819930 - E19ML11983,20/02/2024,COMMS FAULT: Unable to connect to IP adress Current Comms Mode is UDP using IP address / Socket Port 10.38.67.26:9876. Last Stored Data 16/02/2024. SSIL NHH Contact: Ben Brant,E19ML11983
1050001820402,1050001820402 - E18ML10965,31/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07742794895. Last Stored Data: 26-JAN-22. SSIL NHH Contact: Ivan Topic,E18ML10965
1050001829414,1050001829414 - E18ML12300,16/09/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07924324382. Last stored data 07/08/2023. SSIL NHH Contact: Ben Brant,E18ML12300
1050001857981,1050001857981 - K15A000245,23/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:34721. Last Stored Data: 19-AUG-24. SSIL NHH Contact: Ivan Topic,K15A000245
1050001882853,1050001882853 - P11C04000,16/09/2024,"ACT-225953 Site Visits Manual downloads are failing due to a channel mismatch, we hold 1 channel in the MTDs but meter is communicating 3, please investigate and advise.",P11C04000
1050001905535,1050001905535 - K18A001904,20/01/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:48363. Last Stored Data: 16-JAN-24. ITOPIC 01293 776747 ext,K18A001904
1050001906149,1050001906149 - K18A008956,07/10/2024,"ACT-235664 Dial Failure We are unable to retrieve data from meter K18A008956 using comms 192.168.8.9:46364 , as this falls outside of our agreed IP range, please update IP range",K18A008956
1050001915659,1050001915659 - K19A000226,01/10/2024,ACT-232147 Dial Failure Unable to retrieve data from meter with comms 192.168.8.9:26221. The outstation returned from the meter (K14A009383) does not match the one in the MTDs (K19A000226).,K19A000226
1050001936055,1050001936055 - E19ML02016,04/05/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07924275916. Last Stored Data 30/04/2024. SSIL NHH Contact: Matthew Taylor,E19ML02016
1050001937582,1050001937582 - 20016442,09/09/2024,"ACT-223509 Dial Failure Unable to retrieve data from meter 20016442 due to a channel mismatch. We hold 4 channel/s however the meter is returning 6, please investigate and advise.,Unable to retrieve data from meter 20016444 due to a channel mismatch. We hold 4 channel/s however the meter is returning 6, please investigate and advise.",20016442
1050001942262,1050001942262 - K18A000563,25/10/2022,LOGIN FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:47302. Last Stored Data 02/09/2022. SSIL NHH Contact: Krupesh Nayee,K18A000563
1050001953938,1050001953938 - K18A001905,31/03/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:48365. Last Stored Data: 26-MAR-24. NCHAN 01293 776747 ext,K18A001905
1050001962375,1050001962375 - K19A003888,19/06/2024,"ACT-193187 Dial Failure We are unable to retrieve data from meter K19A003888 due to a time out occuring after connection, please investigate and advise.",K19A003888
1050002055511,1050002055511 - K21A001740,22/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:18515. Last Stored Data: 25-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,K21A001740
1050002056960,1050002056960 - CW021955,10/10/2024,ACT-237677 Dial Failure Please investigate timeout error on comms no 192.168.8.9:55604 and meter IDs CW021955 and CW021956. Thanks.,CW021955
1050002082533,1050002082533 - K21A000419,26/07/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.25:10184. Last Stored Data 22/07/2024. SSIL NHH Contact: Nicole Barnes",K21A000419
1050002083253,1050002083253 - K21A001867,17/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:10231. Last Stored Data: 13-AUG-24. SSIL NHH Contact: Cecilia Li Kam Tin,K21A001867
1050002083332,1050002083332 - K19A003415,15/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:14583. Last Stored Data: 11-JUN-24. SSIL NHH Contact: Keiley Davis,K19A003415
1050002083820,1050002083820 - K21A000413,30/07/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:10229. Last Stored Data: 26-JUL-24. SSIL NHH Contact: Ben Brant,K21A000413
1050002116174,1050002116174 - K19A000339,09/02/2023,MTD FAULT: Meter ID mismatch Current Comms Mode is TCP/IP using IP address 192.168.8.25:14362. Last Stored Data 01/10/2022. SSIL NHH Contact: Ishan Pelia. MTDs show MSN as K19A000339 meter connects to K22A002830. Please amend.,K19A000339
1050002135716,1050002135716 - K18A000874,12/10/2022,LOGIN FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:47657. Last Stored Data 07/07/2022. SSIL NHH Contact: Krupesh Nayee,K18A000874
1050002137086,1050002137086 - K19A004723,23/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.25:19561. Last stored data 20/05/2024. SSIL NHH Contact: Jane Lewis",K19A004723
1050002138586,1050002138586 - E18BG15869,29/02/2024,"ACT-139509 Dial Failure We are unable to retrieve data from meter 218794418 using comms 07924144919 due to the remote end not answering, please investigate and advise.",E18BG15869
1050002195014,1050002195014 - K18A000119,07/10/2022,LOGIN FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:47069. Last Stored Data 01/07/2022. SSIL NHH Contact: Krupesh Nayee,K18A000119
1050002195060,1050002195060 - K18A000020,20/10/2022,"LOGIN FAULT - ASL confirmed sim is offline, please investigate Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:47004. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389",K18A000020
1050002225281,1050002225281 - K21A001958,27/09/2024,"ACT-231261 Dial Failure We are unable to retrieve data from meter K21A001958 using comms 192.168.8.25:18959 , as this falls outside of our agreed IP range, please update IP range",K21A001958
1050002226220,1050002226220 - 2260138264,16/05/2024,"ACT-177452 Data Quality Data Query The data on this meter is failing validation and is flagged as corrupt, please confirm if the data is genuine. Many Thanks",2260138264
1050002249097,1050002249097 - E21BG08009,10/10/2024,"ACT-237472 Incorrect MTDs We need confirmation of the meter type at site. Currently showing as E10_8, but believe this is incorrect. Please confirm and send new D0268. Thanks Rich",E21BG08009
1050002250153,1050002250153 - K19A004773,27/06/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.25:10904. Last Stored Data 20/06/2024. SSIL NHH Contact: Samuel Dickinson",K19A004773
1050002258792,1050002258792 - K21A001775,29/09/2022,"METER FAULT: ASL have confirmed sim is offline, no SIM activity Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:10154. Last Stored Data 13/04/2022. SSIL NHH Contact: Krupesh Nayee",K21A001775
1050002265930,1050002265930 - K19A004688,09/12/2021,COMMS FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:60887. Last Stored Data 05/11/2021. SSIL NHH Contact: Ishan Pelia. Unable to connect to IP meter and collect data.,K19A004688
1050002266056,1050002266056 - K21A000421,19/07/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:41409. Last Stored Data 15/07/2024. SSIL NHH Contact: Samuel Dickinson",K21A000421
